geneID	DGRP-177	SP-159N  
FBgn0000003	0	0
FBgn0000008	32	42
FBgn0000014	3	1
FBgn0000015	0	0
FBgn0000017	25	25
FBgn0000018	13	11
FBgn0000022	0	0
FBgn0000024	0	0
FBgn0000028	0	0
FBgn0000032	331	265
FBgn0000036	0	0
FBgn0000037	0	0
FBgn0000038	0	0
FBgn0000039	0	0
FBgn0000042	2519	2197
FBgn0000043	157	178
FBgn0000044	65	72
FBgn0000045	0	0
FBgn0000046	5	6
FBgn0000047	0	0
FBgn0000052	512	222
FBgn0000053	284	339
FBgn0000055	0	0
FBgn0000056	0	0
FBgn0000057	103	67
FBgn0000061	0	0
FBgn0000063	19	27
FBgn0000064	197	255
FBgn0000071	0	0
FBgn0000075	65	27
FBgn0000077	100	55
FBgn0000078	20	79
FBgn0000079	350	158
FBgn0000083	717	242
FBgn0000084	404	231
FBgn0000092	0	2
FBgn0000094	0	0
FBgn0000097	58	35
FBgn0000100	4	5
FBgn0000108	0	1
FBgn0000109	24	22
FBgn0000114	3658	4944
FBgn0000115	272	745
FBgn0000116	1078	430
FBgn0000117	1369	1149
FBgn0000119	33	35
FBgn0000120	1	5
FBgn0000121	0	0
FBgn0000137	0	0
FBgn0000139	44	72
FBgn0000140	227	236
FBgn0000146	84	86
FBgn0000147	216	1264
FBgn0000150	16	13
FBgn0000152	30	41
FBgn0000153	5	3
FBgn0000157	0	0
FBgn0000158	32	41
FBgn0000163	212	176
FBgn0000166	58	60
FBgn0000173	417	441
FBgn0000179	0	1
FBgn0000180	9	9
FBgn0000181	29	70
FBgn0000182	0	0
FBgn0000183	191	255
FBgn0000206	0	0
FBgn0000212	56	54
FBgn0000216	0	0
FBgn0000221	326	429
FBgn0000227	0	0
FBgn0000228	65	52
FBgn0000229	43	35
FBgn0000233	0	0
FBgn0000239	58	62
FBgn0000241	0	0
FBgn0000244	35	15
FBgn0000246	20	25
FBgn0000247	25	18
FBgn0000250	122	144
FBgn0000251	96	130
FBgn0000253	884	863
FBgn0000256	76	55
FBgn0000257	425	705
FBgn0000259	213	233
FBgn0000261	167	149
FBgn0000273	162	223
FBgn0000274	0	3
FBgn0000276	0	2
FBgn0000277	0	3
FBgn0000278	0	1
FBgn0000279	2	0
FBgn0000280	0	0
FBgn0000281	0	0
FBgn0000283	5	3
FBgn0000286	89	148
FBgn0000287	0	0
FBgn0000289	71	75
FBgn0000299	34	51
FBgn0000303	0	0
FBgn0000307	144	135
FBgn0000308	28	38
FBgn0000316	57	63
FBgn0000317	67	89
FBgn0000318	770	1440
FBgn0000319	483	446
FBgn0000320	47	42
FBgn0000326	37	38
FBgn0000330	443	295
FBgn0000337	0	1
FBgn0000339	719	776
FBgn0000346	7	1
FBgn0000351	98	241
FBgn0000352	68	88
FBgn0000355	13584	7874
FBgn0000356	3913	5806
FBgn0000357	4575	3922
FBgn0000358	2490	6070
FBgn0000359	2767	2058
FBgn0000360	8277	12294
FBgn0000370	579	368
FBgn0000376	86	70
FBgn0000377	143	149
FBgn0000382	87	61
FBgn0000384	83	87
FBgn0000392	0	0
FBgn0000394	45	32
FBgn0000395	3	3
FBgn0000404	1692	1860
FBgn0000405	3373	2760
FBgn0000406	28	31
FBgn0000411	1	0
FBgn0000412	625	561
FBgn0000414	52	52
FBgn0000416	193	143
FBgn0000422	2	1
FBgn0000426	0	0
